Poland,  Population size (1-year)     Last modified: 08-Jul-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1966     110+         0.00         0.00         0.00
1967       0     251653.63    266465.38    518119.01
1967       1     254607.99    267944.35    522552.34
1967       2     260773.65    274802.99    535576.64
1967       3     269594.02    283594.24    553188.26
1967       4     272198.31    287847.41    560045.72
1967       5     283805.49    298944.15    582749.64
1967       6     303167.64    315766.64    618934.28
1967       7     320770.05    335866.79    656636.84
1967       8     340167.24    355595.11    695762.35
1967       9     348359.86    362852.61    711212.47
1967      10     346733.07    362058.63    708791.70
1967      11     353228.12    369903.96    723132.08
1967      12     344388.25    357541.09    701929.34
1967      13     342845.87    355933.51    698779.38
1967      14     339344.79    353345.80    692690.59
1967      15     334701.15    346321.78    681022.93
1967      16     326575.84    338975.07    665550.91
1967      17     305968.18    315584.42    621552.60
1967      18     302033.83    312546.79    614580.62
1967      19     282161.52    291378.31    573539.83
1967      20     260397.57    266260.87    526658.44
1967      21     194105.42    198060.36    392165.78
1967      22     191015.92    193291.46    384307.38
1967      23     184838.27    187142.44    371980.71
1967      24     184320.74    186584.08    370904.82
1967      25     195037.39    198161.93    393199.32
1967      26     209904.96    213412.98    423317.94
1967      27     212659.89    216485.43    429145.32
1967      28     215160.43    217430.06    432590.49
1967      29     218522.46    220298.22    438820.68
1967      30     226422.33    225213.67    451636.00
1967      31     226327.17    226615.22    452942.39
1967      32     223101.73    222440.61    445542.34
1967      33     220473.28    221336.96    441810.24
1967      34     233430.65    232502.71    465933.36
1967      35     235645.55    236820.85    472466.40
1967      36     250031.47    248597.27    498628.74
1967      37     235931.34    232784.13    468715.47
1967      38     236052.98    227922.33    463975.31
1967      39     223319.70    208511.53    431831.23
1967      40     227738.33    201548.78    429287.11
1967      41     241359.63    209219.74    450579.37
1967      42     225834.12    192809.93    418644.05
1967      43     223058.80    191351.95    414410.75
1967      44     215975.64    184439.58    400415.22
1967      45     183438.76    161388.76    344827.52
1967      46     185130.38    164673.70    349804.08
1967      47     164240.87    140869.80    305110.67
1967      48     122086.96    101957.12    224044.08
1967      49     115680.58    100048.24    215728.82
1967      50     124171.78    103628.05    227799.83
1967      51     138153.18    112928.99    251082.17
1967      52     175896.98    143216.76    319113.74
1967      53     173928.07    148098.92    322026.99
1967      54     188386.81    156435.50    344822.31
1967      55     173781.66    149831.24    323612.90
1967      56     184067.27    157460.72    341527.99
1967      57     174597.92    152504.97    327102.89
1967      58     170961.93    145766.40    316728.33
1967      59     169522.40    146582.13    316104.53
1967      60     162724.41    136504.13    299228.54
1967      61     153916.95    125885.27    279802.22
1967      62     149898.76    122521.06    272419.82
1967      63     141696.15    114529.83    256225.98
1967      64     142653.69    111414.91    254068.60
1967      65     128508.16     98517.94    227026.10
1967      66     140313.77     96628.66    236942.43
1967      67     110591.85     79869.01    190460.86
1967      68     110140.07     74824.36    184964.43
1967      69     102167.33     68979.73    171147.06
1967      70      96676.19     61952.42    158628.61
1967      71      90692.02     56363.89    147055.91
1967      72      78917.58     48674.65    127592.23
1967      73      71169.57     43847.36    115016.93
1967      74      62149.65     35599.08     97748.73
1967      75      55420.17     32344.17     87764.34
1967      76      56567.44     30209.54     86776.98
1967      77      48797.63     26786.61     75584.24
1967      78      48111.19     24892.16     73003.35
1967      79      38180.92     20010.68     58191.60
1967      80      34202.41     16994.27     51196.68
1967      81      29096.78     14201.85     43298.63
1967      82      23624.60     11526.42     35151.02
1967      83      20164.21      9708.23     29872.44
1967      84      17297.55      7912.09     25209.64
1967      85      13352.88      6037.61     19390.49
1967      86      11418.21      5030.79     16449.00
1967      87       8762.83      3785.48     12548.31
1967      88       6683.74      2839.33      9523.07
1967      89       5046.43      2203.47      7249.90
1967      90       3934.66      1577.92      5512.58
1967      91       3047.40      1224.17      4271.57
1967      92       2207.76       805.30      3013.06
1967      93       1575.22       579.24      2154.46
1967      94       1060.84       419.29      1480.13
1967      95        669.86       244.93       914.79
1967      96        596.39       194.20       790.59
1967      97        281.77        90.20       371.97
1967      98        193.18        60.41       253.59
1967      99        123.44        28.66       152.10
1967     100         81.15        19.50       100.65
1967     101         48.77        12.14        60.91
1967     102         34.49         7.43        41.92
1967     103         16.25         2.73        18.98
1967     104          8.23         0.81         9.04
1967     105          4.43         0.23         4.66
1967     106          1.91         0.00         1.91
1967     107          0.38         0.00         0.38
1967     108          0.00         0.00         0.00
1967     109          0.00         0.00         0.00
1967     110+         0.00         0.00         0.00
1968       0     247982.09    261815.66    509797.75
1968       1     248186.65    261179.76    509366.41
1968       2     254004.42    266996.38    521000.80
1968       3     260461.40    274115.37    534576.77
1968       4     268981.89    282544.42    551526.31
1968       5     271752.02    287022.56    558774.58
1968       6     283262.71    297946.81    581209.52
1968       7     303594.04    316059.07    619653.11
1968       8     320735.43    335779.83    656515.26
1968       9     339723.43    355160.48    694883.91
1968      10     347968.63    362301.53    710270.16
1968      11     346332.19    361529.54    707861.73
1968      12     352873.24    369460.92    722334.16
1968      13     344120.87    357206.73    701327.60
1968      14     342370.26    355372.21    697742.47
1968      15     339051.01    352942.71    691993.72
1968      16     334401.42    345925.53    680326.95
1968      17     325836.90    337935.04    663771.94
1968      18     305435.29    314714.46    620149.75
1968      19     301283.22    311416.92    612700.14
1968      20     281653.19    290614.03    572267.22
1968      21     259734.42    265392.85    525127.27
1968      22     194085.23    197815.08    391900.31
1968      23     190582.66    192601.71    383184.37
1968      24     184563.40    186710.05    371273.45
1968      25     183859.78    185978.80    369838.58
1968      26     194878.89    197701.99    392580.88
1968      27     209605.41    212518.07    422123.48
1968      28     212592.49    215129.27    427721.76
1968      29     214965.96    216368.35    431334.31
1968      30     218284.01    219690.04    437974.05
1968      31     226040.36    224740.42    450780.78
1968      32     225991.69    226202.24    452193.93
1968      33     222774.18    222010.02    444784.20
1968      34     219998.18    220687.10    440685.28
1968      35     232789.61    231686.52    464476.13
1968      36     235237.68    236094.52    471332.20
1968      37     249390.78    247634.72    497025.50
1968      38     235375.80    231994.39    467370.19
1968      39     235347.23    227005.62    462352.85
1968      40     222760.24    207759.02    430519.26
1968      41     227014.16    200649.16    427663.32
1968      42     240543.21    208244.30    448787.51
1968      43     225206.45    191905.84    417112.29
1968      44     222219.60    190305.21    412524.81
1968      45     215141.09    183398.30    398539.39
1968      46     183137.71    160616.13    343753.84
1968      47     184272.46    163515.11    347787.57
1968      48     163650.37    139963.71    303614.08
1968      49     121700.07    101346.48    223046.55
1968      50     115189.30     99220.63    214409.93
1968      51     123408.58    102696.64    226105.22
1968      52     137211.27    111729.64    248940.91
1968      53     174475.01    141496.06    315971.07
1968      54     172925.83    146380.00    319305.83
1968      55     186842.46    154428.78    341271.24
1968      56     172748.78    147817.04    320565.82
1968      57     182332.58    154983.06    337315.64
1968      58     173225.26    149975.29    323200.55
1968      59     169354.79    143154.21    312509.00
1968      60     167711.92    143413.70    311125.62
1968      61     160910.64    133524.77    294435.41
1968      62     151973.32    122933.91    274907.23
1968      63     147831.98    119272.66    267104.64
1968      64     139585.34    111374.95    250960.29
1968      65     140204.12    107752.84    247956.96
1968      66     126240.34     95094.17    221334.51
1968      67     136930.62     92791.80    229722.42
1968      68     108174.86     76640.15    184815.01
1968      69     107228.19     71381.59    178609.78
1968      70      99054.12     65579.74    164633.86
1968      71      93282.22     58533.19    151815.41
1968      72      87290.59     53035.38    140325.97
1968      73      75540.40     45471.89    121012.29
1968      74      67753.97     40709.36    108463.33
1968      75      58929.79     32924.83     91854.62
1968      76      52227.23     29636.85     81864.08
1968      77      52769.64     27399.57     80169.21
1968      78      45475.42     24303.18     69778.60
1968      79      44199.90     22315.65     66515.55
1968      80      35083.07     17707.86     52790.93
1968      81      30732.41     14828.27     45560.68
1968      82      25854.78     12244.85     38099.63
1968      83      20714.60      9822.42     30537.02
1968      84      17530.21      8105.23     25635.44
1968      85      14655.55      6569.09     21224.64
1968      86      11288.88      4941.61     16230.49
1968      87       9360.21      4021.79     13382.00
1968      88       7150.83      2979.48     10130.31
1968      89       5332.74      2220.33      7553.07
1968      90       3947.43      1668.47      5615.90
1968      91       3014.66      1175.92      4190.58
1968      92       2295.40       878.17      3173.57
1968      93       1617.76       561.30      2179.06
1968      94       1121.22       402.24      1523.46
1968      95        722.84       282.29      1005.13
1968      96        460.86       152.93       613.79
1968      97        415.39       137.20       552.59
1968      98        201.77        66.20       267.97
1968      99        114.18        33.41       147.59
1968     100         97.75        21.71       119.46
1968     101         49.96        10.71        60.67
1968     102         29.20         6.39        35.59
1968     103         20.05         3.75        23.80
1968     104          9.02         0.95         9.97
1968     105          4.49         0.00         4.49
1968     106          2.23         0.00         2.23
1968     107          0.35         0.00         0.35
1968     108          0.00         0.00         0.00
1968     109          0.00         0.00         0.00
1968     110+         0.00         0.00         0.00
1969       0     250309.01    265040.34    515349.35
1969       1     245315.34    257387.78    502703.12
1969       2     247691.54    260051.00    507742.54
1969       3     253686.79    266341.32    520028.11
1969       4     260246.12    273516.70    533762.82
1969       5     268404.71    281524.55    549929.26
1969       6     271351.69    286198.65    557550.34
1969       7     282741.91    296948.42    579690.33
1969       8     304002.41    316358.44    620360.85
1969       9     320737.79    335713.82    656451.61
1969      10     339299.59    354723.80    694023.39
1969      11     347588.38    361756.41    709344.79
1969      12     345953.28    360994.41    706947.69
1969      13     352499.33    369039.83    721539.16
1969      14     343832.46    356887.32    700719.78
1969      15     341864.61    354790.86    696655.47
1969      16     338739.19    352507.55    691246.74
1969      17     334094.65    345495.19    679589.84
1969      18     325078.92    336791.90    661870.82
1969      19     304903.36    313732.37    618635.73
1969      20     300519.56    310220.90    610740.46
1969      21     281138.82    289821.63    570960.45
1969      22     259040.23    264488.72    523528.95
1969      23     194063.01    197492.69    391555.70
1969      24     190139.36    191890.85    382030.21
1969      25     184280.50    186291.56    370572.06
1969      26     183412.80    185383.42    368796.22
1969      27     194695.34    197221.93    391917.27
1969      28     209295.81    211579.04    420874.85
1969      29     212517.04    213770.98    426288.02
1969      30     214786.44    215238.51    430024.95
1969      31     218036.50    219104.74    437141.24
1969      32     225679.33    224254.03    449933.36
1969      33     225649.14    225767.11    451416.25
1969      34     222393.55    221539.28    443932.83
1969      35     219536.00    220055.08    439591.08
1969      36     232134.49    230891.15    463025.64
1969      37     234808.72    235348.99    470157.71
1969      38     248751.00    246597.95    495348.95
1969      39     234775.15    231147.43    465922.58
1969      40     234624.36    226029.66    460654.02
1969      41     222180.65    206910.27    429090.92
1969      42     226222.84    199696.30    425919.14
1969      43     239665.65    207132.59    446798.24
1969      44     224526.62    190968.48    415495.10
1969      45     221368.24    189201.20    410569.44
1969      46     214247.36    182224.73    396472.09
1969      47     182839.51    159756.24    342595.75
1969      48     183390.36    162308.23    345698.59
1969      49     163054.68    138995.34    302050.02
1969      50     121196.02    100725.64    221921.66
1969      51     114645.87     98382.79    213028.66
1969      52     122620.22    101663.96    224284.18
1969      53     136262.14    110501.97    246764.11
1969      54     173017.77    139620.91    312638.68
1969      55     171831.28    144572.58    316403.86
1969      56     185210.73    152271.49    337482.22
1969      57     171675.54    145671.24    317346.78
1969      58     180617.50    152205.67    332823.17
1969      59     171808.16    147298.87    319107.03
1969      60     167415.10    140266.21    307681.31
1969      61     165813.89    140217.39    306031.28
1969      62     159065.34    130421.53    289486.87
1969      63     149972.11    119809.66    269781.77
1969      64     145603.58    115892.31    261495.89
1969      65     137288.84    107899.06    245187.90
1969      66     137491.79    103883.70    241375.49
1969      67     123745.76     91509.38    215255.14
1969      68     133436.60     88795.86    222232.46
1969      69     105521.98     73247.27    178769.25
1969      70     104068.38     67901.84    171970.22
1969      71      95862.95     62096.74    157959.69
1969      72      89762.21     55160.99    144923.20
1969      73      83814.15     49619.91    133434.06
1969      74      72243.22     42450.26    114693.48
1969      75      64401.38     37669.49    102070.87
1969      76      55734.95     30407.86     86142.81
1969      77      49027.27     26998.75     76026.02
1969      78      49085.81     24760.87     73846.68
1969      79      42269.21     21990.09     64259.30
1969      80      36737.96     18426.43     55164.39
1969      81      31932.14     15577.25     47509.39
1969      82      27562.47     12917.73     40480.20
1969      83      22876.90     10583.37     33460.27
1969      84      18196.86      8353.00     26549.86
1969      85      15220.53      6743.84     21964.37
1969      86      12528.92      5425.77     17954.69
1969      87       9479.34      4091.37     13570.71
1969      88       7709.72      3211.55     10921.27
1969      89       5775.42      2336.29      8111.71
1969      90       4216.41      1696.18      5912.59
1969      91       3098.18      1240.34      4338.52
1969      92       2299.45       877.83      3177.28
1969      93       1737.23       634.10      2371.33
1969      94       1203.64       409.25      1612.89
1969      95        810.13       270.21      1080.34
1969      96        513.78       184.26       698.04
1969      97        326.82       108.92       435.74
1969      98        317.37       108.19       425.56
1969      99        121.74        39.19       160.93
1969     100         96.12        30.45       126.57
1969     101         67.97        17.93        85.90
1969     102         34.53         8.86        43.39
1969     103         19.92         5.33        25.25
1969     104         13.50         3.40        16.90
1969     105          5.87         0.95         6.82
1969     106          2.93         0.00         2.93
1969     107          1.36         0.00         1.36
1969     108          0.00         0.00         0.00
1969     109          0.00         0.00         0.00
1969     110+         0.00         0.00         0.00
1970       0     251282.65    265110.93    516393.58
1970       1     247628.46    260103.92    507732.38
1970       2     245337.36    256687.94    502025.30
1970       3     247433.48    259181.29    506614.77
1970       4     253440.16    265763.28    519203.44
1970       5     260045.82    272964.02    533009.84
1970       6     267845.53    280533.67    548379.20
1970       7     270974.36    285390.74    556365.10
1970       8     282228.11    295989.04    578217.15
1970       9     304429.77    316683.82    621113.59
1970      10     320736.15    335645.80    656381.95
1970      11     338888.76    354334.13    693222.89
1970      12     347195.11    361238.29    708433.40
1970      13     345560.36    360469.27    706029.63
1970      14     352118.42    368604.73    720723.15
1970      15     343533.04    356515.88    700048.92
1970      16     341346.94    354148.48    695495.42
1970      17     338428.35    352058.36    690486.71
1970      18     333762.86    344984.81    678747.67
1970      19     324291.92    335560.71    659852.63
1970      20     304320.40    312715.25    617035.65
1970      21     299761.89    309019.86    608781.75
1970      22     280647.45    289035.20    569682.65
1970      23     258369.03    263534.55    521903.58
1970      24     194028.77    197168.28    391197.05
1970      25     189710.06    191247.99    380958.05
1970      26     183991.58    185864.06    369855.64
1970      27     182960.81    184781.03    367741.84
1970      28     194516.78    196766.86    391283.64
1970      29     208960.20    210641.99    419602.19
1970      30     212430.57    212416.67    424847.24
1970      31     214607.91    214125.65    428733.56
1970      32     217775.97    218414.38    436190.35
1970      33     225319.29    223718.59    449037.88
1970      34     225251.57    225334.94    450586.51
1970      35     222007.90    221003.48    443011.38
1970      36     219033.79    219406.02    438439.81
1970      37     231438.32    229978.71    461417.03
1970      38     234339.72    234574.41    468914.13
1970      39     248025.15    245531.12    493556.27
1970      40     234133.45    230191.39    464324.84
1970      41     233872.44    224986.63    458859.07
1970      42     221600.03    206011.45    427611.48
1970      43     225416.48    198638.35    424054.83
1970      44     238723.02    205954.80    444677.82
1970      45     223761.73    189944.05    413705.78
1970      46     220426.79    187938.08    408364.87
1970      47     213317.57    180988.08    394305.65
1970      48     182417.23    158812.27    341229.50
1970      49     182431.17    160989.25    343420.42
1970      50     162368.91    137875.87    300244.78
1970      51     120657.90     99913.69    220571.59
1970      52     114093.39     97464.88    211558.27
1970      53     121689.75    100516.19    222205.94
1970      54     135214.92    109163.21    244378.13
1970      55     171402.39    137477.59    308879.98
1970      56     170654.62    142589.01    313243.63
1970      57     183500.87    149799.98    333300.85
1970      58     170465.15    143187.19    313652.34
1970      59     178664.22    149251.08    327915.30
1970      60     170049.82    144108.13    314157.95
1970      61     165464.27    137100.95    302565.22
1970      62     163736.65    136582.74    300319.39
1970      63     156878.76    126846.96    283725.72
1970      64     147688.65    116338.11    264026.76
1970      65     143062.90    111995.59    255058.49
1970      66     134774.07    104011.83    238785.90
1970      67     134592.18     99687.21    234279.39
1970      68     120777.80     87715.30    208493.10
1970      69     129509.19     84496.59    214005.78
1970      70     102507.74     69471.05    171978.79
1970      71     100526.18     64018.75    164544.93
1970      72      92215.37     58259.42    150474.79
1970      73      85903.82     51333.43    137237.25
1970      74      79922.29     46041.18    125963.47
1970      75      68482.62     39028.31    107510.93
1970      76      60647.39     34368.35     95015.74
1970      77      52276.76     27636.64     79913.40
1970      78      45600.96     24322.48     69923.44
1970      79      45059.59     22109.02     67168.61
1970      80      38128.33     18811.85     56940.18
1970      81      33129.62     16109.63     49239.25
1970      82      28546.88     13454.52     42001.40
1970      83      24231.23     10992.06     35223.29
1970      84      19893.79      8837.77     28731.56
1970      85      15669.92      6875.49     22545.41
1970      86      12837.64      5529.42     18367.06
1970      87      10335.11      4326.39     14661.50
1970      88       7841.73      3238.08     11079.81
1970      89       6154.14      2455.29      8609.43
1970      90       4546.96      1792.10      6339.06
1970      91       3245.04      1250.03      4495.07
1970      92       2368.91       898.23      3267.14
1970      93       1706.23       634.75      2340.98
1970      94       1252.05       441.03      1693.08
1970      95        859.51       283.21      1142.72
1970      96        556.03       188.18       744.21
1970      97        352.72       125.24       477.96
1970      98        228.79        72.91       301.70
1970      99        198.32        61.18       259.50
1970     100         99.72        33.06       132.78
1970     101         63.21        21.29        84.50
1970     102         43.91        12.48        56.39
1970     103         22.03         5.92        27.95
1970     104         12.37         3.47        15.84
1970     105          8.13         2.24        10.37
1970     106          3.28         0.63         3.91
1970     107          1.63         0.00         1.63
1970     108          0.62         0.00         0.62
1970     109          0.00         0.00         0.00
1970     110+         0.00         0.00         0.00
1971       0     240249.11    251914.61    492163.72
1971       1     245438.40    256059.41    501497.81
1971       2     247854.93    259355.24    507210.17
1971       3     245554.59    256229.62    501784.21
1971       4     247226.72    258391.28    505618.00
1971       5     253203.82    265239.70    518443.52
1971       6     259863.81    272438.71    532302.52
1971       7     267345.24    279667.01    547012.25
1971       8     270613.69    284683.54    555297.23
1971       9     281730.46    295104.21    576834.67
1971      10     304802.10    317006.05    621808.15
1971      11     320651.00    335558.66    656209.66
1971      12     338422.37    353911.64    692334.01
1971      13     346730.46    360668.03    707398.49
1971      14     345119.10    359872.94    704992.04
1971      15     351675.11    368065.41    719740.52
1971      16     343186.07    356080.65    699266.72
1971      17     340802.37    353440.34    694242.71
1971      18     338072.21    351486.15    689558.36
1971      19     333387.27    344352.63    677739.90
1971      20     323503.52    334334.17    657837.69
1971      21     303756.42    311719.65    615476.07
1971      22     299032.50    307881.89    606914.39
1971      23     280134.11    288199.42    568333.53
1971      24     257705.67    262626.48    520332.15
1971      25     193933.41    196817.48    390750.89
1971      26     189258.72    190558.99    379817.71
1971      27     183700.65    185401.04    369101.69
1971      28     182524.35    184142.66    366667.01
1971      29     194338.20    196276.90    390615.10
1971      30     208642.77    209716.40    418359.17
1971      31     212347.46    211088.50    423435.96
1971      32     214395.91    213053.53    427449.44
1971      33     217478.76    217759.94    435238.70
1971      34     224934.07    223181.56    448115.63
1971      35     224844.17    224855.58    449699.75
1971      36     221592.79    220430.87    442023.66
1971      37     218522.93    218669.89    437192.82
1971      38     230782.77    229075.66    459858.43
1971      39     233855.86    233702.86    467558.72
1971      40     247304.84    244381.88    491686.72
1971      41     233487.21    229186.42    462673.63
1971      42     233132.83    223939.53    457072.36
1971      43     220937.22    205022.63    425959.85
1971      44     224603.96    197528.99    422132.95
1971      45     237802.57    204735.37    442537.94
1971      46     222932.01    188776.88    411708.89
1971      47     219471.48    186660.50    406131.98
1971      48     212367.70    179698.48    392066.18
1971      49     181896.20    157693.78    339589.98
1971      50     181440.66    159526.71    340967.37
1971      51     161679.04    136691.58    298370.62
1971      52     120094.04     99058.33    219152.37
1971      53     113451.59     96444.72    209896.31
1971      54     120830.65     99304.76    220135.41
1971      55     134133.01    107665.83    241798.84
1971      56     169865.01    135394.07    305259.08
1971      57     169426.13    140440.70    309866.83
1971      58     181788.49    147263.15    329051.64
1971      59     169064.87    140507.88    309572.75
1971      60     176628.39    146145.80    322774.19
1971      61     168229.30    140879.06    309108.36
1971      62     163363.38    133660.74    297024.12
1971      63     161458.57    132928.90    294387.47
1971      64     154551.46    123095.78    277647.24
1971      65     145295.79    112622.86    257918.65
1971      66     140409.96    108105.90    248515.86
1971      67     132019.15     99999.23    232018.38
1971      68     131488.28     95445.74    226934.02
1971      69     117608.23     83603.24    201211.47
1971      70     125444.46     80191.61    205636.07
1971      71      99155.04     65571.25    164726.29
1971      72      96775.86     60033.35    156809.21
1971      73      88257.91     54353.36    142611.27
1971      74      81785.20     47598.20    129383.40
1971      75      75753.85     42460.21    118214.06
1971      76      64472.28     35606.53    100078.81
1971      77      56794.89     31207.33     88002.22
1971      78      48644.03     24856.89     73500.92
1971      79      41967.61     21658.40     63626.01
1971      80      39822.75     19437.17     59259.92
1971      81      34460.72     16483.60     50944.32
1971      82      29528.38     13984.67     43513.05
1971      83      25119.17     11545.80     36664.97
1971      84      21037.30      9260.13     30297.43
1971      85      17054.77      7308.12     24362.89
1971      86      13214.24      5625.47     18839.71
1971      87      10580.24      4439.75     15019.99
1971      88       8436.11      3392.61     11828.72
1971      89       6318.98      2483.49      8802.47
1971      90       4848.89      1821.56      6670.45
1971      91       3503.27      1295.56      4798.83
1971      92       2428.05       913.90      3341.95
1971      93       1717.98       661.33      2379.31
1971      94       1203.41       454.86      1658.27
1971      95        852.88       309.32      1162.20
1971      96        585.74       198.92       784.66
1971      97        378.88       130.79       509.67
1971      98        236.86        90.82       327.68
1971      99        156.37        54.86       211.23
1971     100        128.62        40.68       169.30
1971     101         58.82        19.80        78.62
1971     102         36.03        12.47        48.50
1971     103         24.07         7.15        31.22
1971     104         11.73         3.02        14.75
1971     105          6.13         1.59         7.72
1971     106          3.69         1.05         4.74
1971     107          1.12         0.30         1.42
1971     108          0.55         0.00         0.55
1971     109          0.00         0.00         0.00
1971     110+         0.00         0.00         0.00
1972       0     267779.86    282687.64    550467.50
1972       1     241012.73    252313.69    493326.42
1972       2     245390.88    256002.16    501393.04
1972       3     247642.89    259107.27    506750.16
1972       4     245078.71    255741.51    500820.22
1972       5     247011.62    258261.88    505273.50
1972       6     252855.86    264896.76    517752.62
1972       7     259591.12    272198.51    531789.63
1972       8     267452.80    280111.01    547563.81
1972       9     270598.36    285104.19    555702.55
1972      10     281432.61    295341.38    576773.99
1972      11     304093.03    317002.68    621095.71
1972      12     319255.31    335183.08    654438.39
1972      13     337444.69    353249.11    690693.80
1972      14     345391.57    359601.83    704993.40
1972      15     344312.59    358884.19    703196.78
1972      16     350490.23    366629.52    717119.75
1972      17     342144.53    354979.21    697123.74
1972      18     339869.76    352323.35    692193.11
1972      19     337330.23    350487.86    687818.09
1972      20     332408.25    343076.25    675484.50
1972      21     322637.17    333372.01    656009.18
1972      22     303240.40    310981.56    614221.96
1972      23     298754.54    307426.54    606181.08
1972      24     279455.30    287151.54    566606.84
1972      25     257139.93    261760.47    518900.40
1972      26     193197.38    195803.91    389001.29
1972      27     188774.84    189736.34    378511.18
1972      28     183354.15    184872.43    368226.58
1972      29     182378.98    183682.47    366061.45
1972      30     193960.00    195634.89    389594.89
1972      31     208207.52    209018.34    417225.86
1972      32     212136.82    210540.36    422677.18
1972      33     214120.18    212573.49    426693.67
1972      34     216881.80    216874.48    433756.28
1972      35     224688.95    222500.52    447189.47
1972      36     224251.70    223867.83    448119.53
1972      37     220998.73    219452.24    440450.97
1972      38     218049.70    217733.67    435783.37
1972      39     230292.89    228171.74    458464.63
1972      40     233029.00    232409.44    465438.44
1972      41     246342.83    242905.56    489248.39
1972      42     232718.32    227905.32    460623.64
1972      43     232593.09    222830.95    455424.04
1972      44     220080.85    203779.28    423860.13
1972      45     223919.69    196398.73    420318.42
1972      46     237021.97    203485.42    440507.39
1972      47     221929.95    187317.72    409247.67
1972      48     218676.84    185375.23    404052.07
1972      49     211420.49    178305.11    389725.60
1972      50     180660.53    156128.61    336789.14
1972      51     180314.99    157864.14    338179.13
1972      52     160634.87    135288.63    295923.50
1972      53     119331.79     97899.81    217231.60
1972      54     112648.79     95305.08    207953.87
1972      55     120124.29     98068.22    218192.51
1972      56     133211.81    106223.02    239434.83
1972      57     168954.10    133619.58    302573.68
1972      58     168280.04    138345.63    306625.67
1972      59     180385.92    144723.15    325109.07
1972      60     167137.83    137563.36    304701.19
1972      61     174646.67    142847.77    317494.44
1972      62     165934.21    137319.94    303254.15
1972      63     161210.14    130051.10    291261.24
1972      64     158616.81    128796.95    287413.76
1972      65     151804.41    118822.50    270626.91
1972      66     142634.67    108422.99    251057.66
1972      67     137468.93    103598.82    241067.75
1972      68     128867.91     95417.43    224285.34
1972      69     128038.65     90683.30    218721.95
1972      70     113913.29     78895.32    192808.61
1972      71     121331.16     75400.89    196732.05
1972      72      94773.82     61037.14    155810.96
1972      73      92948.92     55789.93    148738.85
1972      74      83534.12     49941.85    133475.97
1972      75      77326.60     43492.19    120818.79
1972      76      71021.48     38463.87    109485.35
1972      77      60077.87     31909.73     91987.60
1972      78      52550.06     27800.66     80350.72
1972      79      44744.93     21988.44     66733.37
1972      80      40362.89     19600.94     59963.83
1972      81      35866.11     16827.90     52694.01
1972      82      30745.24     14108.79     44854.03
1972      83      26001.21     11815.69     37816.90
1972      84      21784.73      9605.88     31390.61
1972      85      17991.89      7592.07     25583.96
1972      86      14409.79      5933.91     20343.70
1972      87      10975.08      4509.82     15484.90
1972      88       8627.25      3491.25     12118.50
1972      89       6754.92      2605.71      9360.63
1972      90       4915.07      1850.47      6765.54
1972      91       3693.94      1341.51      5035.45
1972      92       2610.51       949.00      3559.51
1972      93       1776.84       658.04      2434.88
1972      94       1241.34       468.06      1709.40
1972      95        850.36       307.30      1157.66
1972      96        600.20       201.06       801.26
1972      97        400.61       130.99       531.60
1972      98        259.72        89.59       349.31
1972      99        166.46        60.35       226.81
1972     100         97.45        30.27       127.72
1972     101         76.12        21.71        97.83
1972     102         33.74         9.72        43.46
1972     103         19.84         5.62        25.46
1972     104         12.58         2.91        15.49
1972     105          5.93         0.63         6.56
1972     106          2.72         0.00         2.72
1972     107          1.32         0.00         1.32
1972     108          0.00         0.00         0.00
1972     109          0.00         0.00         0.00
1972     110+         0.00         0.00         0.00
1973       0     274647.17    290848.15    565495.32
1973       1     265798.81    279681.75    545480.56
1973       2     243066.05    254662.54    497728.59
1973       3     245464.70    256119.41    501584.11
1973       4     247461.16    258914.24    506375.40
1973       5     244621.47    255286.02    499907.49
1973       6     246817.50    258148.63    504966.13
1973       7     252527.98    264567.80    517095.78
1973       8     259334.87    271971.99    531306.86
1973       9     267572.47    280569.06    548141.53
1973      10     270599.61    285533.29    556132.90
1973      11     281154.81    295589.55    576744.36
1973      12     303388.09    317013.94    620402.03
1973      13     317849.92    334818.17    652668.09
1973      14     336458.16    352576.23    689034.39
1973      15     344039.07    358506.95    702546.02
1973      16     343516.06    357860.12    701376.18
1973      17     349321.55    365158.00    714479.55
1973      18     341092.10    353799.50    694891.60
1973      19     338927.20    351108.88    690036.08
1973      20     336590.99    349424.37    686015.36
1973      21     331428.07    341804.96    673233.03
1973      22     321764.50    332439.39    654203.89
1973      23     302720.96    310255.55    612976.51
1973      24     298474.18    306970.40    605444.58
1973      25     278784.96    286101.96    564886.92
1973      26     256579.88    260905.20    517485.08
1973      27     192471.16    194813.66    387284.82
1973      28     188311.46    188949.42    377260.88
1973      29     183028.81    184353.53    367382.34
1973      30     182240.31    183215.74    365456.05
1973      31     193573.52    194994.50    388568.02
1973      32     207781.06    208345.87    416126.93
1973      33     211929.50    209985.27    421914.77
1973      34     213841.23    212049.73    425890.96
1973      35     216293.20    215984.21    432277.41
1973      36     224445.62    221830.26    446275.88
1973      37     223667.48    222886.26    446553.74
1973      38     220402.62    218456.00    438858.62
1973      39     217559.68    216760.74    434320.42
1973      40     229824.95    227267.76    457092.71
1973      41     232197.80    231139.07    463336.87
1973      42     245360.46    241427.82    486788.28
1973      43     231937.85    226601.39    458539.24
1973      44     232061.15    221692.07    453753.22
