Poland,  Population size (1-year)     Last modified: 08-Jul-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1996      29     236295.52    244354.09    480649.61
1996      30     241345.63    248847.32    490192.95
1996      31     247887.56    255210.11    503097.67
1996      32     253928.44    260104.60    514033.04
1996      33     259961.85    266649.01    526610.86
1996      34     268605.43    274614.46    543219.89
1996      35     288132.51    292087.10    580219.61
1996      36     304440.13    308395.35    612835.48
1996      37     320054.14    323758.47    643812.61
1996      38     326497.75    329525.62    656023.37
1996      39     326958.28    328539.97    655498.25
1996      40     328920.10    329882.63    658802.73
1996      41     322777.74    320660.88    643438.62
1996      42     319377.91    315896.79    635274.70
1996      43     317240.86    312631.57    629872.43
1996      44     313783.48    307088.73    620872.21
1996      45     303354.85    296846.44    600201.29
1996      46     288663.73    280027.11    568690.84
1996      47     280509.71    272047.86    552557.57
1996      48     263819.15    254234.50    518053.65
1996      49     237620.26    226594.12    464214.38
1996      50     187526.49    175755.70    363282.19
1996      51     175852.80    162935.47    338788.27
1996      52     172637.96    159516.70    332154.66
1996      53     169605.93    155261.08    324867.01
1996      54     177032.42    161594.64    338627.06
1996      55     189430.58    170218.43    359649.01
1996      56     196584.41    173785.00    370369.41
1996      57     194743.13    170060.85    364803.98
1996      58     195592.45    170092.32    365684.77
1996      59     200545.06    171837.34    372382.40
1996      60     198897.66    168789.66    367687.32
1996      61     194469.60    162718.27    357187.87
1996      62     192609.69    159794.42    352404.11
1996      63     198108.45    161499.60    359608.05
1996      64     200526.99    161517.57    362044.56
1996      65     205270.84    161125.41    366396.25
1996      66     194290.39    149088.96    343379.35
1996      67     189370.85    140081.71    329452.56
1996      68     177243.18    124881.39    302124.57
1996      69     176479.17    116325.71    292804.88
1996      70     178407.43    113446.79    291854.22
1996      71     166038.62    101358.93    267397.55
1996      72     159921.94     96388.42    256310.36
1996      73     147882.88     88030.45    235913.33
1996      74     124749.67     73604.93    198354.60
1996      75     116155.37     68471.53    184626.90
1996      76      99525.22     56082.97    155608.19
1996      77      71164.44     38062.98    109227.42
1996      78      62750.42     33519.14     96269.56
1996      79      63215.89     32091.29     95307.18
1996      80      66068.77     30893.90     96962.67
1996      81      77175.31     35710.82    112886.13
1996      82      70673.31     32268.40    102941.71
1996      83      67351.90     29035.12     96387.02
1996      84      56369.01     23310.00     79679.01
1996      85      50061.83     20694.78     70756.61
1996      86      42728.21     16700.48     59428.69
1996      87      34048.98     13109.69     47158.67
1996      88      29050.57     10427.88     39478.45
1996      89      22184.86      7438.21     29623.07
1996      90      16474.52      5355.04     21829.56
1996      91      12928.43      4102.26     17030.69
1996      92       9390.55      2741.32     12131.87
1996      93       6980.18      1907.10      8887.28
1996      94       4512.47      1239.46      5751.93
1996      95       3454.94       928.37      4383.31
1996      96       1941.91       485.30      2427.21
1996      97       1278.45       310.14      1588.59
1996      98        782.95       215.04       997.99
1996      99        431.98       114.88       546.86
1996     100        304.49        63.68       368.17
1996     101        191.30        56.36       247.66
1996     102         85.91        32.08       117.99
1996     103         64.34        30.20        94.54
1996     104         22.21         6.89        29.10
1996     105         40.30        16.28        56.58
1996     106         21.38         6.20        27.58
1996     107         11.32         3.70        15.02
1996     108          3.79         3.87         7.66
1996     109          3.42         0.61         4.03
1996     110+         5.20         0.00         5.20
1997       0     205796.01    218172.73    423968.74
1997       1     209365.97    220624.64    429990.61
1997       2     229646.46    240044.98    469691.44
1997       3     237420.33    249111.01    486531.34
1997       4     247105.72    259034.76    506140.48
1997       5     260619.65    274237.49    534857.14
1997       6     265288.63    279043.31    544331.94
1997       7     270391.59    284558.75    554950.34
1997       8     271315.94    283333.38    554649.32
1997       9     285532.90    299407.01    584939.91
1997      10     300979.05    314880.76    615859.81
1997      11     320953.98    335580.68    656534.66
1997      12     333282.87    348510.49    681793.36
1997      13     340037.30    353988.60    694025.90
1997      14     330810.74    344972.90    675783.64
1997      15     317912.90    330717.39    648630.29
1997      16     319972.30    331831.78    651804.08
1997      17     316813.73    329731.44    646545.17
1997      18     310164.73    322705.83    632870.56
1997      19     304994.32    317378.91    622373.23
1997      20     305707.85    317243.67    622951.52
1997      21     298401.62    308714.23    607115.85
1997      22     287433.30    298944.36    586377.66
1997      23     278790.97    288887.74    567678.71
1997      24     268785.31    279023.15    547808.46
1997      25     258289.92    267979.92    526269.84
1997      26     249611.81    259266.66    508878.47
1997      27     238884.18    249081.91    487966.09
1997      28     235935.42    245942.78    481878.20
1997      29     232992.80    241823.34    474816.14
1997      30     235980.12    243699.05    479679.17
1997      31     240906.84    248178.14    489084.98
1997      32     247229.84    254204.49    501434.33
1997      33     253156.35    258998.29    512154.64
1997      34     259400.47    265628.98    525029.45
1997      35     268116.19    273582.86    541699.05
1997      36     287103.82    290511.30    577615.12
1997      37     303830.29    307053.01    610883.30
1997      38     319003.90    321879.32    640883.22
1997      39     325568.44    327571.60    653140.04
1997      40     325923.61    326548.68    652472.29
1997      41     327712.90    327564.49    655277.39
1997      42     321880.47    318619.73    640500.20
1997      43     318105.89    313399.69    631505.58
1997      44     315975.36    310037.33    626012.69
1997      45     312819.80    304786.58    617606.38
1997      46     302022.07    293981.30    596003.37
1997      47     287727.90    277592.46    565320.36
1997      48     279057.79    269066.93    548124.72
1997      49     262649.78    251624.70    514274.48
1997      50     235863.96    223297.11    459161.07
1997      51     187100.87    174210.17    361311.04
1997      52     174964.91    160754.38    335719.29
1997      53     172071.91    157534.17    329606.08
1997      54     168598.72    152870.28    321469.00
1997      55     175952.86    158976.94    334929.80
1997      56     188030.22    167140.88    355171.10
1997      57     195391.44    170665.57    366057.01
1997      58     193288.23    166690.20    359978.43
1997      59     194115.15    166487.41    360602.56
1997      60     198664.03    167839.42    366503.45
1997      61     196971.67    164520.33    361492.00
1997      62     192489.63    158607.16    351096.79
1997      63     190513.93    155268.79    345782.72
1997      64     195323.82    156432.37    351756.19
1997      65     198018.40    156406.89    354425.29
1997      66     201651.07    155222.62    356873.69
1997      67     191131.30    143472.27    334603.57
1997      68     185423.49    134069.32    319492.81
1997      69     173646.42    119359.35    293005.77
1997      70     172298.76    110759.18    283057.94
1997      71     173147.20    107149.89    280297.09
1997      72     161176.84     95721.87    256898.71
1997      73     154658.99     90485.18    245144.17
1997      74     142254.21     82059.52    224313.73
1997      75     119883.94     68496.46    188380.40
1997      76     110459.99     63009.69    173469.68
1997      77      94332.70     51382.32    145715.02
1997      78      67101.10     34594.64    101695.74
1997      79      58655.09     30167.09     88822.18
1997      80      59048.99     28636.92     87685.91
1997      81      60826.77     27419.90     88246.67
1997      82      70230.31     31218.82    101449.13
1997      83      63557.31     27978.40     91535.71
1997      84      59695.90     24827.12     84523.02
1997      85      49405.01     19684.00     69089.01
1997      86      43352.83     17070.78     60423.61
1997      87      36280.21     13529.48     49809.69
1997      88      28238.98     10530.69     38769.67
1997      89      23664.57      8225.88     31890.45
1997      90      17656.86      5792.21     23449.07
1997      91      12900.52      3990.04     16890.56
1997      92       9900.43      3002.26     12902.69
1997      93       6989.55      1924.32      8913.87
1997      94       5000.18      1308.10      6308.28
1997      95       3226.47       845.46      4071.93
1997      96       2379.94       629.37      3009.31
1997      97       1277.91       296.30      1574.21
1997      98        828.45       186.14      1014.59
1997      99        505.95       130.04       635.99
1997     100        268.98        67.88       336.86
1997     101        185.49        38.68       224.17
1997     102        115.30        41.36       156.66
1997     103         54.91        13.08        67.99
1997     104         43.34        15.20        58.54
1997     105         14.21         6.89        21.10
1997     106         29.30        10.28        39.58
1997     107         14.38         4.20        18.58
1997     108          6.32         3.70        10.02
1997     109          2.79         1.87         4.66
1997     110+         1.63         0.61         2.24
1998       0     198672.33    210226.36    408898.69
1998       1     206066.03    218079.18    424145.21
1998       2     210313.95    221355.40    431669.35
1998       3     228813.84    239118.57    467932.41
1998       4     237590.00    249042.45    486632.45
1998       5     247142.66    259023.38    506166.04
1998       6     260426.04    273950.21    534376.25
1998       7     265892.96    279637.06    545530.02
1998       8     270533.26    284454.91    554988.17
1998       9     272642.98    284945.26    557588.24
1998      10     285931.31    299922.43    585853.74
1998      11     300688.78    314679.12    615367.90
1998      12     320617.35    335422.53    656039.88
1998      13     333183.39    348308.94    681492.33
1998      14     339546.98    353486.01    693032.99
1998      15     330160.01    344116.16    674276.17
1998      16     317418.45    329989.54    647407.99
1998      17     318925.45    330547.35    649472.80
1998      18     316011.58    328442.83    644454.41
1998      19     309180.44    321289.37    630469.81
1998      20     304259.26    316030.93    620290.19
1998      21     304555.41    315573.44    620128.85
1998      22     297384.67    307197.36    604582.03
1998      23     286635.08    297620.33    584255.41
1998      24     277502.58    287263.67    564766.25
1998      25     267603.60    277239.55    544843.15
1998      26     257455.32    266729.84    524185.16
1998      27     248816.61    258045.91    506862.52
1998      28     238871.11    248475.21    487346.32
1998      29     235623.94    245045.61    480669.55
1998      30     232790.58    241045.14    473835.72
1998      31     235684.71    242990.01    478674.72
1998      32     240457.05    247485.96    487943.01
1998      33     246554.12    253169.88    499724.00
1998      34     252394.25    257785.99    510180.24
1998      35     258794.09    264581.94    523376.03
1998      36     267617.95    272488.26    540106.21
1998      37     286025.12    288829.50    574854.62
1998      38     303176.46    305588.66    608765.12
1998      39     317937.67    319866.18    637803.85
1998      40     324598.13    325427.59    650025.72
1998      41     324855.95    324459.38    649315.33
1998      42     326470.70    325044.35    651515.05
1998      43     320942.20    316399.58    637341.78
1998      44     316797.87    310699.60    627497.47
1998      45     314663.87    307264.09    621927.96
1998      46     311827.12    302321.42    614148.54
1998      47     300668.29    290895.16    591563.45
1998      48     286645.08    274899.82    561544.90
1998      49     277494.87    265778.99    543273.86
1998      50     261480.40    248763.91    510244.31
1998      51     233999.65    219932.10    453931.75
1998      52     186554.25    172445.64    358999.89
1998      53     174031.02    158544.29    332575.31
1998      54     171425.86    155457.64    326883.50
1998      55     167552.51    150517.48    318069.99
1998      56     174785.31    156176.24    330961.55
1998      57     186523.86    163929.34    350453.20
1998      58     194091.47    167522.14    361613.61
1998      59     191707.34    163233.54    354940.88
1998      60     192539.85    162600.51    355140.36
1998      61     196614.01    163780.50    360394.51
1998      62     194923.67    160091.01    355014.68
1998      63     190374.66    154185.04    344559.70
1998      64     188306.17    150776.16    339082.33
1998      65     192400.19    151157.14    343557.33
1998      66     195290.80    151018.22    346309.02
1998      67     197950.30    149245.83    347196.13
1998      68     187869.21    137850.59    325719.80
1998      69     181280.13    127980.94    309261.07
1998      70     169680.66    113468.30    283148.96
1998      71     167857.35    105150.65    273008.00
1998      72     167491.97    101056.99    268548.96
1998      73     156295.05     90101.82    246396.87
1998      74     149099.04     84757.93    233856.97
1998      75     136422.53     76243.59    212666.12
1998      76     114817.21     63461.98    178279.19
1998      77     104680.60     57729.86    162410.46
1998      78      88978.18     46905.68    135883.86
1998      79      62904.76     31316.30     94221.06
1998      80      54254.12     26888.43     81142.55
1998      81      54453.99     25462.92     79916.91
1998      82      55571.77     24141.90     79713.67
1998      83      63461.31     27191.82     90653.13
1998      84      56770.31     24013.40     80783.71
1998      85      52478.90     21077.12     73556.02
1998      86      42850.01     16454.00     59304.01
1998      87      37012.83     14028.78     51041.61
1998      88      30452.21     10921.48     41373.69
1998      89      23338.98      8374.69     31713.67
1998      90      19052.57      6404.88     25457.45
1998      91      13949.86      4445.21     18395.07
1998      92       9959.52      2940.04     12899.56
1998      93       7455.43      2225.26      9680.69
1998      94       5071.55      1371.32      6442.87
1998      95       3634.18       887.10      4521.28
1998      96       2262.47       573.46      2835.93
1998      97       1621.94       425.37      2047.31
1998      98        853.91       202.30      1056.21
1998      99        544.45       110.14       654.59
1998     100        338.95        77.04       415.99
1998     101        169.98        45.88       215.86
1998     102        108.49        28.68       137.17
1998     103         65.30        28.36        93.66
1998     104         31.91        12.08        43.99
1998     105         27.34         9.20        36.54
1998     106          7.21         2.89        10.10
1998     107         20.30         9.28        29.58
1998     108          9.38         3.20        12.58
1998     109          3.32         2.70         6.02
1998     110+         1.42         0.48         1.90
1999       0     190215.83    201919.87    392135.70
1999       1     198471.98    209821.07    408293.05
1999       2     206553.05    218214.64    424767.69
1999       3     211299.93    222130.15    433430.08
1999       4     228021.22    238216.16    466237.38
1999       5     237765.66    248999.88    486765.54
1999       6     247172.60    259018.99    506191.59
1999       7     260244.43    273667.93    533912.36
1999       8     266514.28    280216.80    546731.08
1999       9     270689.94    284365.08    555055.02
1999      10     273974.02    286567.13    560541.15
1999      11     286320.72    300429.84    586750.56
1999      12     300396.51    314483.47    614879.98
1999      13     320282.72    335256.37    655539.09
1999      14     333072.91    348109.39    681182.30
1999      15     339063.67    352917.43    691981.10
1999      16     329490.28    343200.41    672690.69
1999      17     316922.00    329190.69    646112.69
1999      18     317875.59    329174.93    647050.52
1999      19     315213.42    327116.23    642329.65
1999      20     308204.16    319873.91    628078.07
1999      21     303533.21    314713.95    618247.16
1999      22     303389.98    313892.20    617282.18
1999      23     296362.71    305684.49    602047.20
1999      24     285824.85    296276.30    582101.15
1999      25     276215.18    285679.61    561894.79
1999      26     266410.89    275516.94    541927.83
1999      27     256620.72    265505.75    522126.47
1999      28     248022.41    256865.17    504887.58
1999      29     238845.04    247825.51    486670.55
1999      30     235319.46    244149.45    479468.91
1999      31     232585.37    240243.93    472829.30
1999      32     235378.31    242304.97    477683.28
1999      33     239994.25    246799.78    486794.03
1999      34     245884.40    252070.26    497954.66
1999      35     251592.15    256592.68    508184.83
1999      36     258176.70    263478.91    521655.61
1999      37     267066.71    271344.66    538411.37
1999      38     284965.43    287109.71    572075.14
1999      39     302495.62    303977.31    606472.93
1999      40     316791.44    317730.04    634521.48
1999      41     323539.82    323331.58    646871.40
1999      42     323733.29    322284.08    646017.37
1999      43     325197.50    322486.21    647683.71
1999      44     319959.93    314067.42    634027.35
1999      45     315389.85    307849.50    623239.35
1999      46     313278.37    304373.85    617652.22
1999      47     310790.44    299641.26    610431.70
1999      48     299238.50    287713.03    586951.53
1999      49     285565.25    272143.18    557708.43
1999      50     275815.95    262485.05    538301.00
1999      51     260199.03    245818.12    506017.15
1999      52     232083.35    216465.08    448548.43
1999      53     185967.63    170573.11    356540.74
1999      54     173048.12    156208.21    329256.33
1999      55     170766.81    153227.10    323993.91
1999      56     166448.29    148012.69    314460.98
1999      57     173579.75    153305.53    326885.28
1999      58     185048.51    160573.79    345622.30
1999      59     192764.51    164188.72    356953.23
1999      60     190068.45    159614.88    349683.33
1999      61     190842.54    158784.60    349627.14
1999      62     194456.99    159462.58    353919.57
1999      63     192645.68    155637.69    348283.37
1999      64     188118.69    149683.93    337802.62
1999      65     185898.40    145991.53    331889.93
1999      66     189302.57    145876.91    335179.48
1999      67     192408.21    145565.55    337973.76
1999      68     194174.53    143116.04    337290.57
1999      69     184385.13    132112.90    316498.03
1999      70     176807.78    121678.56    298486.34
1999      71     165635.89    107791.26    273427.15
1999      72     163204.94     99383.12    262588.06
1999      73     161762.74     94813.09    256575.83
1999      74     151025.26     84613.77    235639.03
1999      75     143445.10     78949.69    222394.79
1999      76     130294.85     70604.66    200899.51
1999      77     109320.49     58464.51    167785.00
1999      78      98793.22     52762.02    151555.24
1999      79      83416.67     42613.03    126029.70
1999      80      55650.26     26429.67     82079.93
1999      81      50172.12     24081.43     74253.55
1999      82      49870.99     22582.92     72453.91
1999      83      50400.77     21097.90     71498.67
1999      84      56832.31     23561.82     80394.13
1999      85      50450.31     20515.40     70965.71
1999      86      45837.90     17691.12     63529.02
1999      87      36761.01     13618.00     50379.01
1999      88      31263.83     11525.78     42789.61
1999      89      25201.21      8718.48     33919.69
1999      90      18943.98      6550.69     25494.67
1999      91      15125.57      4842.88     19968.45
1999      92      10855.86      3401.21     14257.07
1999      93       7606.52      2157.04      9763.56
1999      94       5487.43      1610.26      7097.69
1999      95       3627.55       964.32      4591.87
1999      96       2523.18       614.10      3137.28
1999      97       1581.47       386.46      1967.93
1999      98       1113.94       284.37      1398.31
1999      99        557.91       136.30       694.21
1999     100        362.45        72.14       434.59
1999     101        220.95        50.04       270.99
1999     102         91.98        26.88       118.86
1999     103         66.49        18.68        85.17
1999     104         44.30        22.36        66.66
1999     105         20.91        10.08        30.99
1999     106         17.34         7.20        24.54
1999     107          4.21         0.89         5.10
1999     108         14.30         7.28        21.58
1999     109          4.38         3.20         7.58
1999     110+         1.74         1.18         2.92
2000       0     184872.60    195089.70    379962.30
2000       1     190021.49    201352.61    391374.10
2000       2     198434.63    209592.78    408027.41
2000       3     207039.07    218384.09    425423.16
2000       4     212294.91    222896.91    435191.82
2000       5     227222.60    237330.75    464553.35
2000       6     237945.33    248948.31    486893.64
2000       7     247224.54    259007.60    506232.14
2000       8     260067.82    273379.66    533447.48
2000       9     267148.61    280808.54    547957.15
2000      10     270847.62    284263.25    555110.87
2000      11     275314.06    288189.01    563503.07
2000      12     286715.14    300946.25    587661.39
2000      13     300117.24    314283.83    614401.07
2000      14     319939.09    335079.22    655018.31
2000      15     332946.43    347865.84    680812.27
2000      16     338559.35    352307.84    690867.19
2000      17     328795.55    342225.67    671021.22
2000      18     316428.55    328336.84    644765.39
2000      19     316818.74    327743.50    644562.24
2000      20     314422.27    325750.62    640172.89
2000      21     307244.87    318455.45    625700.32
2000      22     302775.15    313354.97    616130.12
2000      23     302228.54    312231.97    614460.51
2000      24     295342.75    304192.62    599535.37
2000      25     285006.62    294941.28    579947.90
2000      26     274931.78    284053.54    558985.32
2000      27     265208.19    273744.34    538952.53
2000      28     255778.12    264251.67    520029.79
2000      29     247227.21    255620.42    502847.63
2000      30     238812.97    247141.81    485954.78
2000      31     235003.98    243251.28    478255.26
2000      32     232364.15    239445.73    471809.88
2000      33     235058.91    241605.94    476664.85
2000      34     239530.46    245997.59    485528.05
2000      35     245189.68    250924.65    496114.33
2000      36     250774.05    255350.37    506124.42
2000      37     257517.32    262341.88    519859.20
2000      38     266500.47    270154.06    536654.53
2000      39     283871.73    285270.91    569142.64
2000      40     301768.79    302306.97    604075.76
2000      41     315610.21    315489.89    631100.10
2000      42     322464.51    320942.56    643407.07
2000      43     322529.63    319980.78    642510.41
2000      44     323865.30    319851.07    643716.37
2000      45     318875.66    311582.27    630457.93
2000      46     313989.83    304899.41    618889.24
2000      47     311877.88    301267.61    613145.49
2000      48     309655.76    296786.10    606441.86
2000      49     297704.72    284276.89    581981.61
2000      50     284335.42    269070.53    553405.95
2000      51     274067.03    258954.12    533021.15
2000      52     258860.65    242742.32    501602.97
2000      53     230089.04    212754.07    442843.11
2000      54     185382.01    168574.58    353956.59
2000      55     172027.23    153775.12    325802.35
2000      56     169992.75    150840.57    320833.32
2000      57     165217.08    145367.89    310584.97
2000      58     172286.20    150282.83    322569.03
2000      59     183485.15    157107.25    340592.40
2000      60     191298.54    160737.29    352035.83
2000      61     188297.55    155727.23    344024.78
2000      62     189004.24    154702.69    343706.93
2000      63     192143.96    154915.66    347059.62
2000      64     190262.68    150944.37    341207.05
2000      65     185604.72    144973.81    330578.53
2000      66     183377.64    140863.90    324241.54
2000      67     186013.94    140253.68    326267.62
2000      68     189239.62    139986.88    329226.50
2000      69     190208.76    136765.25    326974.01
2000      70     180685.04    126199.21    306884.25
2000      71     172159.42    115311.17    287470.59
2000      72     161251.13    101994.22    263245.35
2000      73     158221.53     93580.60    251802.13
2000      74     155639.51     88377.19    244016.70
2000      75     145339.48     78973.72    224313.20
2000      76     137336.15     73106.45    210442.60
2000      77     123877.17     64935.73    188812.90
2000      78     103745.76     53482.03    157227.79
2000      79      92569.83     47664.18    140234.01
2000      80      78439.87     37533.95    115973.82
2000      81      51424.26     23514.67     74938.93
2000      82      46044.12     21299.43     67343.55
2000      83      45196.99     19756.92     64953.91
2000      84      45280.77     18239.90     63520.67
2000      85      50212.31     20087.82     70300.13
2000      86      44104.31     17210.40     61314.71
2000      87      39305.90     14486.12     53792.02
2000      88      30984.01     11014.00     41998.01
2000      89      26022.83      9123.78     35146.61
2000      90      20475.21      6812.48     27287.69
2000      91      15074.98      5047.69     20122.67
2000      92      11593.57      3679.88     15273.45
2000      93       8155.86      2511.21     10667.07
2000      94       5586.52      1533.04      7119.56
2000      95       3988.43      1136.26      5124.69
2000      96       2583.55       660.32      3243.87
2000      97       1694.18       430.10      2124.28
2000      98       1031.47       249.46      1280.93
2000      99        729.94       188.37       918.31
2000     100        335.91        76.30       412.21
2000     101        213.45        46.14       259.59
2000     102        123.95        31.04       154.99
2000     103         60.98        17.88        78.86
2000     104         35.49         9.68        45.17
2000     105         30.30        18.36        48.66
2000     106         17.91         6.08        23.99
2000     107         13.34         6.20        19.54
2000     108          3.21         0.89         4.10
2000     109          8.30         5.28        13.58
2000     110+         2.13         2.38         4.51
2001       0     182577.05    193097.76    375674.81
2001       1     185796.80    195580.09    381376.89
2001       2     190006.15    200972.35    390978.50
2001       3     198432.28    209431.50    407863.78
2001       4     207553.08    218564.54    426117.62
2001       5     213303.89    223695.67    436999.56
2001       6     226443.98    236458.34    462902.32
2001       7     238133.99    248903.74    487037.73
2001       8     247273.48    259018.22    506291.70
2001       9     259904.21    273097.38    533001.59
2001      10     267771.94    281406.28    549178.22
2001      11     271013.30    284164.41    555177.71
2001      12     276649.09    289820.89    566469.98
2001      13     287111.55    301456.66    588568.21
2001      14     299824.97    314078.19    613903.16
2001      15     319585.47    334890.07    654475.54
2001      16     332822.95    347620.30    680443.25
2001      17     338038.04    351667.25    689705.29
2001      18     328101.81    341189.93    669291.74
2001      19     315926.10    327478.99    643405.09
2001      20     315775.89    326324.08    642099.97
2001      21     313632.12    324420.01    638052.13
2001      22     306286.58    317026.99    623313.57
2001      23     302047.09    312077.00    614124.09
2001      24     301064.10    310589.74    611653.84
2001      25     294341.79    302755.75    597097.54
2001      26     284199.40    293624.25    577823.65
2001      27     273658.39    282439.47    556097.86
2001      28     263999.48    272011.73    536011.21
2001      29     254918.52    263012.59    517931.11
2001      30     246425.00    254399.67    500824.67
2001      31     238790.90    246512.11    485303.01
2001      32     234677.50    242366.11    477043.61
2001      33     232135.94    238632.52    470768.46
2001      34     234727.50    240934.90    475662.40
2001      35     239054.67    245222.41    484277.08
2001      36     244496.97    249792.04    494289.01
2001      37     249940.95    254057.07    503998.02
2001      38     256900.94    261186.84    518087.78
2001      39     265909.23    268948.47    534857.70
2001      40     282724.04    283422.11    566146.15
2001      41     301060.95    300716.62    601777.57
2001      42     314450.97    313248.75    627699.72
2001      43     321375.20    318614.55    639989.75
2001      44     321257.96    317630.49    638888.45
2001      45     322472.10    317125.93    639598.03
2001      46     317755.38    309138.12    626893.50
2001      47     312428.81    301918.31    614347.12
2001      48     310391.38    298201.37    608592.75
2001      49     308489.08    294003.94    602493.02
2001      50     296196.93    280733.75    576930.68
2001      51     283105.60    266100.89    549206.49
2001      52     272272.11    255444.18    527716.29
2001      53     257492.28    239532.53    497024.81
2001      54     228027.74    209101.06    437128.80
2001      55     184672.39    166627.05    351299.44
2001      56     170919.34    151358.04    322277.38
2001      57     169216.70    148579.03    317795.73
2001      58     163920.87    142738.09    306658.96
2001      59     170918.64    147295.13    318213.77
2001      60     181812.80    153592.70    335405.50
2001      61     189822.57    157258.86    347081.43
2001      62     186436.66    151959.57    338396.23
2001      63     187121.94    150652.78    337774.72
2001      64     189723.94    150393.74    340117.68
2001      65     187783.69    146280.04    334063.73
2001      66     183082.75    140320.70    323403.45
2001      67     180667.88    136033.27    316701.15
2001      68     182651.31    134659.45    317310.76
2001      69     185978.02    134538.20    320516.22
2001      70     186041.99    130596.46    316638.45
2001      71     176653.95    120378.53    297032.48
2001      72     167356.07    108970.79    276326.86
2001      73     156676.37     96199.18    252875.55
2001      74     153120.12     87947.07    241067.19
2001      75     149537.28     82074.29    231611.57
2001      76     139516.69     73524.67    213041.36
2001      77     131113.20     67497.20    198610.40
2001      78     117264.49     59496.80    176761.29
2001      79      97991.03     48669.56    146660.59
2001      80      86470.45     42713.35    129183.80
2001      81      72739.87     33693.95    106433.82
2001      82      47218.26     20894.67     68112.93
2001      83      41852.12     18741.43     60593.55
2001      84      40695.99     17153.92     57849.91
2001      85      40380.77     15677.90     56058.67
2001      86      44168.31     17088.82     61257.13
2001      87      38163.31     14388.40     52551.71
2001      88      33387.90     11871.12     45259.02
2001      89      25998.01      8843.00     34841.01
2001      90      21317.83      7226.78     28544.61
2001      91      16428.21      5288.48     21716.69
2001      92      11766.98      3840.69     15607.67
2001      93       8877.57      2759.88     11637.45
2001      94       6060.86      1836.21      7897.07
2001      95       4011.52      1107.04      5118.56
2001      96       2882.43       766.26      3648.69
2001      97       1773.55       459.32      2232.87
2001      98       1143.18       288.10      1431.28
2001      99        673.47       164.46       837.93
2001     100        486.94       132.37       619.31
2001     101        221.91        53.30       275.21
2001     102        135.45        23.14       158.59
2001     103         65.95        25.04        90.99
2001     104         41.98        10.88        52.86
2001     105         20.49         8.68        29.17
2001     106         17.30        11.36        28.66
2001     107         10.91         3.08        13.99
2001     108          8.34         4.20        12.54
2001     109          2.21         0.89         3.10
2001     110+         5.42         2.65         8.07
2002       0     176160.66    185857.42    362018.08
2002       1     182821.16    192441.29    375262.45
2002       2     186874.00    196245.49    383119.49
2002       3     190008.81    200624.10    390632.91
2002       4     198430.93    209279.21    407710.14
2002       5     208080.10    218742.00    426822.10
2002       6     214306.87    224499.43    438806.30
2002       7     225668.37    235586.93    461255.30
2002       8     238321.66    248864.18    487185.84
2002       9     247325.42    259022.83    506348.25
2002      10     259729.60    272814.11    532543.71
2002      11     268399.26    282006.02    550405.28
2002      12     271168.98    284064.58    555233.56
2002      13     277978.13    291448.77    569426.90
2002      14     287507.96    301963.08    589471.04
2002      15     299505.70    313851.55    613357.25
2002      16     319211.84    334638.91    653850.75
2002      17     332679.47    347325.75    680005.22
2002      18     337532.72    350982.67    688515.39
2002      19     327419.08    340158.19    667577.27
2002      20     315431.66    326577.14    642008.80
2002      21     314747.03    324923.65    639670.68
2002      22     312856.96    323084.40    635941.36
2002      23     305350.29    315647.53    620997.82
2002      24     301302.03    310795.02    612097.05
2002      25     299923.66    308951.50    608875.16
2002      26     293326.84    301323.88    594650.72
2002      27     283395.17    292373.22    575768.39
2002      28     272376.99    280811.40    553188.39
2002      29     262771.77    270261.12    533032.89
2002      30     254070.92    261740.51    515811.43
2002      31     245630.80    253195.92    498826.72
2002      32     238749.83    245861.41    484611.24
2002      33     234344.02    241470.95    475814.97
2002      34     231946.72    237791.32    469738.04
2002      35     234373.10    240220.86    474593.96
2002      36     238544.88    244497.23    483042.11
2002      37     243779.25    248626.42    492405.67
2002      38     249130.86    252759.76    501890.62
2002      39     256248.56    259976.81    516225.37
2002      40     265333.99    267668.87    533002.86
2002      41     281569.34    281525.31    563094.65
2002      42     300279.11    299018.27    599297.38
2002      43     313215.74    310930.61    624146.35
2002      44     320209.89    316301.53    636511.42
2002      45     320009.30    315203.19    635212.49
2002      46     321078.90    314263.79    635342.69
2002      47     316629.11    306516.97    623146.08
2002      48     310820.79    298847.22    609668.01
2002      49     308808.89    294993.13    603802.02
2002      50     307237.40    291019.78    598257.18
2002      51     294510.15    277250.61    571760.76
2002      52     281809.77    262965.25    544775.02
2002      53     270461.19    251746.24    522207.43
2002      54     256083.90    236174.74    492258.64
2002      55     225904.44    205259.05    431163.49
2002      56     183907.77    164668.51    348576.28
2002      57     169758.44    148748.95    318507.39
2002      58     168382.65    146238.50    314621.15
2002      59     162633.65    140001.29    302634.94
2002      60     169484.08    144224.43    313708.51
2002      61     180105.44    149998.15    330103.59
2002      62     188168.60    153684.43    341853.03
2002      63     184612.76    148157.92    332770.68
2002      64     185164.64    146403.88    331568.52
2002      65     187286.91    145877.82    333164.73
2002      66     185205.70    141590.72    326796.42
2002      67     180427.78    135544.58    315972.36
2002      68     177974.12    131086.65    309060.77
2002      69     179086.68    128998.22    308084.90
2002      70     182466.43    129021.53    311487.96
2002      71     181647.22    124469.66    306116.88
